unique_id,model_version,window,cutoff,ds,lead,yhat,y
CA-SC-10-F-216-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,18.147017239414527,24
CA-SC-10-F-216-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,18.559654862127992,15
CA-SC-10-F-216-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,18.738696264413544,12
CA-SC-10-F-216-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,19.779734945769853,11
CA-SC-10-F-216-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,19.779734945769853,14
CA-SC-10-F-216-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,19.808232486689594,9
CA-SC-10-F-216-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,19.808232486689594,5
CA-SC-10-F-216-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,20.850771038620625,13
CA-SC-10-F-216-DG-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,6.579087357718652,10
CA-SC-10-F-216-DG-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,6.579087357718652,9
CA-SC-10-F-216-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,4.934315518288989,8
CA-SC-10-F-216-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,4.967318121929537,6
CA-SC-10-F-216-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,4.967318121929537,10
CA-SC-10-F-216-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,4.967318121929537,8
CA-SC-10-F-216-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,5.298472663391507,7
CA-SC-10-F-216-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,5.341401139478347,7
CA-SC-10-F-216-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,5.341401139478347,8
CA-SC-10-F-216-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,5.341401139478347,9
CA-SC-10-F-216-DG-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,9.206906673015435,7
CA-SC-10-F-216-DG-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,9.206906673015435,11
CA-SC-10-F-216-DG-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,9.394566162407727,8
CA-SC-10-F-216-DG-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,9.520016149163656,5
CA-SC-10-F-216-DG-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,9.533440339305566,8
CA-SC-10-F-216-DG-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,10.06307591371143,8
CA-SC-10-F-216-DG-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,10.06307591371143,11
CA-SC-10-F-216-DG-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,10.105327653454534,11
CA-SC-10-F-216-DG-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,10.105327653454534,7
CA-SC-10-F-216-DG-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,10.637187003636353,10
CA-SC-10-F-219-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,3.386041559528492,2
CA-SC-10-F-219-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,3.386041559528492,4
CA-SC-10-F-219-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,2.539531169646369,6
CA-SC-10-F-219-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,2.649688705825685,2
CA-SC-10-F-219-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,2.649688705825685,2
CA-SC-10-F-219-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,2.649688705825685,0
CA-SC-10-F-219-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,2.8263346195473975,0
CA-SC-10-F-219-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,2.85277361334788,2
CA-SC-10-F-219-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,2.8713620019862405,5
CA-SC-10-F-219-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,2.8713620019862405,2
CA-SC-10-F-219-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,2.6616723016384043,3
CA-SC-10-F-219-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,2.7971554716665055,5
CA-SC-10-F-219-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,2.7971554716665055,3
CA-SC-10-F-219-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,2.7879248070347846,4
CA-SC-10-F-219-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,2.7535103727954424,5
CA-SC-10-F-219-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,2.920718794991388,3
CA-SC-10-F-219-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,2.9053765422940154,3
CA-SC-10-F-219-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,3.0383260174797484,1
CA-SC-10-F-219-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,3.0468890229724663,3
CA-SC-10-F-219-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,3.207251603128912,5
CA-SC-10-F-22-BE-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,6.54103529487768,6
CA-SC-10-F-22-BE-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,6.54103529487768,1
CA-SC-10-F-22-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,4.90577647115826,6
CA-SC-10-F-22-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,4.9227823657348235,4
CA-SC-10-F-22-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,4.9227823657348235,5
CA-SC-10-F-22-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,4.9227823657348235,6
CA-SC-10-F-22-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,5.250967856783812,4
CA-SC-10-F-22-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,5.399595616020213,2
CA-SC-10-F-22-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,5.399595616020213,12
CA-SC-10-F-22-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,5.399595616020213,11
CA-SC-10-F-22-BE-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,8.35549846265218,4
CA-SC-10-F-22-BE-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,8.35549846265218,11
CA-SC-10-F-22-BE-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,8.331184654168341,11
CA-SC-10-F-22-BE-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,8.331184654168341,8
CA-SC-10-F-22-BE-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,8.299625008899794,7
CA-SC-10-F-22-BE-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,8.760715287172003,5
CA-SC-10-F-22-BE-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,8.760715287172003,3
CA-SC-10-F-22-BE-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,8.828485688169303,3
CA-SC-10-F-22-BE-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,9.023515323399524,5
CA-SC-10-F-22-BE-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,9.645947926212017,5
CA-SC-10-F-22-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,13.870382670183943,18
CA-SC-10-F-22-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,13.870382670183943,18
CA-SC-10-F-22-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,10.402787002637957,16
CA-SC-10-F-22-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,10.948413268946261,9
CA-SC-10-F-22-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,10.948413268946261,5
CA-SC-10-F-22-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,10.948413268946261,5
CA-SC-10-F-22-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,11.678307486876012,12
CA-SC-10-F-22-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,11.839192067051997,11
CA-SC-10-F-22-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,11.91960808231304,8
CA-SC-10-F-22-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,11.91960808231304,14
CA-SC-10-F-22-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,12.204964460800657,30
CA-SC-10-F-22-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,12.204964460800657,15
CA-SC-10-F-22-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,12.204964460800657,24
CA-SC-10-F-22-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,12.056064396025642,25
CA-SC-10-F-22-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,12.34545223920197,30
CA-SC-10-F-22-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,13.043238059130701,22
CA-SC-10-F-22-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,13.372110830655924,11
CA-SC-10-F-22-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,13.327420734083544,13
CA-SC-10-F-22-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,13.327420734083544,13
CA-SC-10-F-22-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,14.028863930614257,17
CA-SC-10-F-22-DG-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,3.394083562785463,2
CA-SC-10-F-22-DG-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,3.394083562785463,0
CA-SC-10-F-22-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,2.545562672089097,1
CA-SC-10-F-22-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,2.6346030222020325,2
CA-SC-10-F-22-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,2.6346030222020325,3
CA-SC-10-F-22-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,2.649500189046832,3
CA-SC-10-F-22-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,2.826133534983288,2
CA-SC-10-F-22-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,2.8500061399995547,4
CA-SC-10-F-22-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,2.8500061399995547,3
CA-SC-10-F-22-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,2.8500061399995547,3
CA-SC-10-F-22-DG-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,3.032780473963798,6
CA-SC-10-F-22-DG-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,3.032780473963798,3
CA-SC-10-F-22-DG-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,3.078985406182863,7
CA-SC-10-F-22-DG-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,3.1165158187926054,4
CA-SC-10-F-22-DG-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,3.1165158187926054,5
CA-SC-10-F-22-DG-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,3.2896555865033057,2
CA-SC-10-F-22-DG-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,3.2896555865033057,2
CA-SC-10-F-22-DG-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,3.3119435073043184,1
CA-SC-10-F-22-DG-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,3.3434593854850263,2
CA-SC-10-F-22-DG-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,3.6185697404876795,2
CA-SC-10-F-221-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,8.590196359698103,6
CA-SC-10-F-221-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,8.590196359698103,2
CA-SC-10-F-221-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,6.442647269773577,7
CA-SC-10-F-221-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,6.656605751054903,2
CA-SC-10-F-221-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,6.656605751054903,3
CA-SC-10-F-221-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,6.692402726128172,2
CA-SC-10-F-221-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,7.1385629078700505,6
CA-SC-10-F-221-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,7.195927308470799,2
CA-SC-10-F-221-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,7.195927308470799,2
CA-SC-10-F-221-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,7.195927308470799,5
CA-SC-10-F-221-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,5.06845629267074,5
CA-SC-10-F-221-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,5.06845629267074,4
CA-SC-10-F-221-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,5.06845629267074,4
CA-SC-10-F-221-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,5.1137478281218085,6
CA-SC-10-F-221-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,5.347859867600225,6
CA-SC-10-F-221-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,5.724942882775521,6
CA-SC-10-F-221-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,5.963242040112696,4
CA-SC-10-F-221-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,5.9848615189785805,10
CA-SC-10-F-221-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,5.999248439986586,5
CA-SC-10-F-221-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,6.314998357880618,6
CA-SC-10-F-232-BK-1TO,v11,Oct-Dec,2025-10-06,2025-10-13,1,3.704173669689425,1
CA-SC-10-F-232-BK-1TO,v11,Oct-Dec,2025-10-06,2025-10-20,2,3.704173669689425,2
CA-SC-10-F-232-BK-1TO,v11,Oct-Dec,2025-10-06,2025-10-27,3,3.728637264987286,4
CA-SC-10-F-232-BK-1TO,v11,Oct-Dec,2025-10-06,2025-11-03,4,3.505200036800458,2
CA-SC-10-F-232-BK-1TO,v11,Oct-Dec,2025-10-06,2025-11-10,5,3.505200036800458,3
CA-SC-10-F-232-BK-1TO,v11,Oct-Dec,2025-10-06,2025-11-17,6,3.5116739815173426,4
CA-SC-10-F-232-BK-1TO,v11,Oct-Dec,2025-10-06,2025-11-24,7,4.424709216711852,2
CA-SC-10-F-232-BK-1TO,v11,Oct-Dec,2025-10-06,2025-12-01,8,4.424709216711852,7
CA-SC-10-F-232-BK-1TO,v11,Oct-Dec,2025-10-06,2025-12-08,9,4.424709216711852,9
CA-SC-10-F-232-BK-1TO,v11,Oct-Dec,2025-10-06,2025-12-15,10,4.424709216711852,12
CA-SC-10-F-232-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,6.779346989179313,9
CA-SC-10-F-232-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,6.779346989179313,6
CA-SC-10-F-232-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,5.084510241884485,8
CA-SC-10-F-232-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,5.113362483792201,5
CA-SC-10-F-232-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,5.113362483792201,8
CA-SC-10-F-232-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,5.113362483792201,3
CA-SC-10-F-232-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,5.4542533160450155,3
CA-SC-10-F-232-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,5.49607157738167,3
CA-SC-10-F-232-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,5.49607157738167,9
CA-SC-10-F-232-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,5.49607157738167,8
CA-SC-10-F-232-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,7.0877270864240085,6
CA-SC-10-F-232-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,7.0877270864240085,10
CA-SC-10-F-232-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,7.015737724722524,8
CA-SC-10-F-232-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,7.1609708078721015,3
CA-SC-10-F-232-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,7.432710880748474,6
CA-SC-10-F-232-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,7.845639263012278,6
CA-SC-10-F-232-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,7.8593738379635765,8
CA-SC-10-F-232-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,7.897994523141165,3
CA-SC-10-F-232-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,7.918124111807757,4
CA-SC-10-F-232-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,8.33486748611343,1
CA-SC-10-F-232-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,5.484231636746115,11
CA-SC-10-F-232-GR-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,5.484231636746115,7
CA-SC-10-F-232-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,4.113173727559586,9
CA-SC-10-F-232-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,4.131292112102833,5
CA-SC-10-F-232-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,4.131292112102833,6
CA-SC-10-F-232-GR-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,4.131292112102833,5
CA-SC-10-F-232-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,4.406711586243023,6
CA-SC-10-F-232-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,4.501574153501511,7
CA-SC-10-F-232-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,4.501574153501511,5
CA-SC-10-F-232-GR-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,4.587680742224454,7
CA-SC-10-F-232-GR-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,7.261897554082769,7
CA-SC-10-F-232-GR-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,7.261897554082769,8
CA-SC-10-F-232-GR-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,7.243546710680839,7
CA-SC-10-F-232-GR-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,7.280304786557695,12
CA-SC-10-F-232-GR-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,7.438459071127908,13
CA-SC-10-F-232-GR-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,7.9664309314317405,4
CA-SC-10-F-232-GR-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,8.17675808501228,5
CA-SC-10-F-232-GR-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,8.194197683519214,18
CA-SC-10-F-232-GR-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,8.194197683519214,12
CA-SC-10-F-232-GR-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,8.625471245809699,7
CA-SC-10-F-234-BE-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,5.937415494352087,7
CA-SC-10-F-234-BE-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,5.937415494352087,4
CA-SC-10-F-234-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,4.453061620764065,9
CA-SC-10-F-234-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,4.532299000930747,3
CA-SC-10-F-234-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,4.532299000930747,2
CA-SC-10-F-234-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,4.558529320155395,8
CA-SC-10-F-234-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,4.862431274832421,6
CA-SC-10-F-234-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,4.933908631423207,7
CA-SC-10-F-234-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,4.933908631423207,11
CA-SC-10-F-234-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,4.933908631423207,23
CA-SC-10-F-234-BE-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,13.889376624516068,14
CA-SC-10-F-234-BE-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,13.889376624516068,17
CA-SC-10-F-234-BE-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,13.889376624516068,15
CA-SC-10-F-234-BE-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,13.889376624516068,11
CA-SC-10-F-234-BE-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,13.758449611956438,16
CA-SC-10-F-234-BE-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,14.522807923731794,13
CA-SC-10-F-234-BE-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,14.66156080431458,10
CA-SC-10-F-234-BE-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,14.996287256958798,10
CA-SC-10-F-234-BE-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,15.723520058913088,2
CA-SC-10-F-234-BE-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,16.551073746224304,1
CA-SC-10-F-234-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,8.682438136691347,17
CA-SC-10-F-234-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,8.682438136691347,12
CA-SC-10-F-234-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,6.511828602518511,7
CA-SC-10-F-234-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,6.534133657808637,5
CA-SC-10-F-234-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,6.534133657808637,8
CA-SC-10-F-234-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,6.534133657808637,4
CA-SC-10-F-234-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,6.969742568329213,7
CA-SC-10-F-234-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,7.144980110308843,9
CA-SC-10-F-234-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,7.144980110308843,12
CA-SC-10-F-234-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,7.144980110308843,16
CA-SC-10-F-234-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,12.131788268229867,23
CA-SC-10-F-234-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,12.131788268229867,13
CA-SC-10-F-234-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,12.094099927062844,19
CA-SC-10-F-234-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,12.094099927062844,5
CA-SC-10-F-234-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,12.097990280522454,15
CA-SC-10-F-234-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,12.77010085166259,9
CA-SC-10-F-234-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,12.74221265503169,19
CA-SC-10-F-234-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,12.705224989840124,7
CA-SC-10-F-234-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,12.705224989840124,5
CA-SC-10-F-234-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,13.707560584112498,0
CA-SC-10-F-25-BE-1TO,v11,Oct-Dec,2025-10-06,2025-10-13,1,2.6455400736452632,3
CA-SC-10-F-25-BE-1TO,v11,Oct-Dec,2025-10-06,2025-10-20,2,2.7361420826238665,3
CA-SC-10-F-25-BE-1TO,v11,Oct-Dec,2025-10-06,2025-10-27,3,2.8190317123615682,3
CA-SC-10-F-25-BE-1TO,v11,Oct-Dec,2025-10-06,2025-11-03,4,2.495150067553983,4
CA-SC-10-F-25-BE-1TO,v11,Oct-Dec,2025-10-06,2025-11-10,5,2.5195558421981006,6
CA-SC-10-F-25-BE-1TO,v11,Oct-Dec,2025-10-06,2025-11-17,6,2.529156843229694,4
CA-SC-10-F-25-BE-1TO,v11,Oct-Dec,2025-10-06,2025-11-24,7,3.205686342239748,1
CA-SC-10-F-25-BE-1TO,v11,Oct-Dec,2025-10-06,2025-12-01,8,3.4212947953888193,6
CA-SC-10-F-25-BE-1TO,v11,Oct-Dec,2025-10-06,2025-12-08,9,3.489921688444229,2
CA-SC-10-F-25-BE-1TO,v11,Oct-Dec,2025-10-06,2025-12-15,10,3.6350136902888592,5
CA-SC-10-F-25-BE-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,3.201371872790923,4
CA-SC-10-F-25-BE-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,3.2233127638021553,3
CA-SC-10-F-25-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,2.4272743486339987,2
CA-SC-10-F-25-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,2.448668463502961,4
CA-SC-10-F-25-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,2.599887490784153,1
CA-SC-10-F-25-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,2.668883928702754,3
CA-SC-10-F-25-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,2.8611123983507136,2
CA-SC-10-F-25-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,2.856832241754467,0
CA-SC-10-F-25-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,2.840286810917204,3
CA-SC-10-F-25-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,2.840286810917204,5
CA-SC-10-F-25-BE-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,3.4872834556443717,6
CA-SC-10-F-25-BE-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,3.4872834556443717,4
CA-SC-10-F-25-BE-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,3.478559973395326,6
CA-SC-10-F-25-BE-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,3.50377011430635,2
CA-SC-10-F-25-BE-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,3.534775923724389,6
CA-SC-10-F-25-BE-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,3.731152363931299,7
CA-SC-10-F-25-BE-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,3.731152363931299,4
CA-SC-10-F-25-BE-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,3.7206381810133626,5
CA-SC-10-F-25-BE-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,3.7206381810133626,7
CA-SC-10-F-25-BE-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,3.9164612431719608,4
CA-SC-10-F-25-BK-1TO,v11,Oct-Dec,2025-10-06,2025-10-13,1,5.847886671615523,3
CA-SC-10-F-25-BK-1TO,v11,Oct-Dec,2025-10-06,2025-10-20,2,5.847886671615523,4
CA-SC-10-F-25-BK-1TO,v11,Oct-Dec,2025-10-06,2025-10-27,3,5.9368837270004144,8
CA-SC-10-F-25-BK-1TO,v11,Oct-Dec,2025-10-06,2025-11-03,4,5.647697659648648,7
